#fabulous	sentimentScore=7.526	numPositive=2301	numNegative=2
#excellent	sentimentScore=7.247	numPositive=2612	numNegative=3
#superb	sentimentScore=7.199	numPositive=1660	numNegative=2
#perfection	sentimentScore=7.099	numPositive=3004	numNegative=4
#terrific	sentimentScore=6.922	numPositive=629	numNegative=1
#magnificent	sentimentScore=6.672	numPositive=490	numNegative=1
#sensational	sentimentScore=6.529	numPositive=849	numNegative=2
#heavenly	sentimentScore=6.484	numPositive=2841	numNegative=7
#ideal	sentimentScore=6.461	numPositive=3172	numNegative=8
#partytime	sentimentScore=6.111	numPositive=559	numNegative=2
#excellence	sentimentScore=5.875	numPositive=1325	numNegative=6
@thisisangel	sentimentScore=5.858	numPositive=217	numNegative=1
fab	sentimentScore=2.055	numPositive=150	numNegative=31
birdy	sentimentScore=2.053	numPositive=29	numNegative=6
slopes	sentimentScore=2.053	numPositive=29	numNegative=6
#best	sentimentScore=2.053	numPositive=58	numNegative=12
#comfy	sentimentScore=2.053	numPositive=58	numNegative=12
lana	sentimentScore=2.048	numPositive=125	numNegative=26
#beach	sentimentScore=2.047	numPositive=24	numNegative=5
fantastic	sentimentScore=2.045	numPositive=508	numNegative=106
tuning	sentimentScore=2.036	numPositive=19	numNegative=4
@victoriassecret	sentimentScore=2.036	numPositive=19	numNegative=4
mckayla	sentimentScore=2.036	numPositive=38	numNegative=8
berries	sentimentScore=2.036	numPositive=19	numNegative=4
nicest	sentimentScore=2.036	numPositive=95	numNegative=20
faves	sentimentScore=2.036	numPositive=19	numNegative=4
eggnog	sentimentScore=2.036	numPositive=38	numNegative=8
angel	sentimentScore=2.035	numPositive=299	numNegative=63
violin	sentimentScore=2.029	numPositive=33	numNegative=7
bliss	sentimentScore=2.026	numPositive=47	numNegative=10
iced	sentimentScore=2.024	numPositive=169	numNegative=36
mumford	sentimentScore=2.021	numPositive=131	numNegative=28
amazing	sentimentScore=2.02	numPositive=3565	numNegative=763
pressie	sentimentScore=2.018	numPositive=14	numNegative=3
toasty	sentimentScore=2.018	numPositive=28	numNegative=6
#special	sentimentScore=2.018	numPositive=14	numNegative=3
thorpe	sentimentScore=2.018	numPositive=14	numNegative=3
grated	sentimentScore=2.018	numPositive=14	numNegative=3
rocher	sentimentScore=2.018	numPositive=14	numNegative=3
lauryn	sentimentScore=2.018	numPositive=14	numNegative=3
#hello	sentimentScore=2.018	numPositive=14	numNegative=3
bora	sentimentScore=2.018	numPositive=14	numNegative=3
@adamlambert	sentimentScore=2.018	numPositive=14	numNegative=3
#fast	sentimentScore=2.018	numPositive=14	numNegative=3
@emblemthree	sentimentScore=2.018	numPositive=14	numNegative=3
@garethbale11	sentimentScore=2.018	numPositive=14	numNegative=3
#datenight	sentimentScore=2.018	numPositive=14	numNegative=3
#wine	sentimentScore=2.018	numPositive=56	numNegative=12
onwards	sentimentScore=2.018	numPositive=28	numNegative=6
#boss	sentimentScore=2.018	numPositive=28	numNegative=6
007	sentimentScore=2.018	numPositive=14	numNegative=3
#quality	sentimentScore=2.018	numPositive=28	numNegative=6
djokovic	sentimentScore=2.018	numPositive=14	numNegative=3
nectar	sentimentScore=2.018	numPositive=14	numNegative=3
#yup	sentimentScore=2.018	numPositive=14	numNegative=3
saxophone	sentimentScore=2.018	numPositive=14	numNegative=3
#wednesday	sentimentScore=2.018	numPositive=14	numNegative=3
marvel	sentimentScore=2.018	numPositive=14	numNegative=3
#heaven	sentimentScore=2.014	numPositive=79	numNegative=17
#beer	sentimentScore=2.009	numPositive=37	numNegative=8
sheeran	sentimentScore=2.008	numPositive=217	numNegative=47
cuppa	sentimentScore=2.008	numPositive=397	numNegative=86
@teamgb	sentimentScore=2.007	numPositive=60	numNegative=13
shining	sentimentScore=2.007	numPositive=120	numNegative=26
#film	sentimentScore=2.004	numPositive=23	numNegative=5
@katyperry	sentimentScore=2.004	numPositive=23	numNegative=5
alaylm	sentimentScore=2.004	numPositive=23	numNegative=5
#girlfriend	sentimentScore=2.004	numPositive=23	numNegative=5
mozzarella	sentimentScore=2.004	numPositive=23	numNegative=5
comfy	sentimentScore=2.002	numPositive=303	numNegative=66
comforter	sentimentScore=1.994	numPositive=41	numNegative=9
spectacular	sentimentScore=1.994	numPositive=41	numNegative=9
robe	sentimentScore=1.992	numPositive=50	numNegative=11
sauna	sentimentScore=1.989	numPositive=68	numNegative=15
sunshine	sentimentScore=1.988	numPositive=240	numNegative=53
gymnastic	sentimentScore=1.982	numPositive=27	numNegative=6
#whoa	sentimentScore=1.982	numPositive=9	numNegative=2
versace	sentimentScore=1.982	numPositive=9	numNegative=2
munchkin	sentimentScore=1.982	numPositive=9	numNegative=2
#balance	sentimentScore=1.982	numPositive=9	numNegative=2
investing	sentimentScore=1.982	numPositive=9	numNegative=2
#normal	sentimentScore=1.982	numPositive=9	numNegative=2
blueberry	sentimentScore=1.982	numPositive=90	numNegative=20
#allday	sentimentScore=1.982	numPositive=9	numNegative=2
niche	sentimentScore=1.982	numPositive=9	numNegative=2
dopest	sentimentScore=1.982	numPositive=9	numNegative=2
cypress	sentimentScore=1.982	numPositive=9	numNegative=2
#chilly	sentimentScore=1.982	numPositive=9	numNegative=2
@carlilloyd	sentimentScore=1.982	numPositive=9	numNegative=2
#nomnom	sentimentScore=1.982	numPositive=9	numNegative=2
paella	sentimentScore=1.982	numPositive=9	numNegative=2
#perfectalbums	sentimentScore=1.982	numPositive=9	numNegative=2
#uae	sentimentScore=1.982	numPositive=9	numNegative=2
@miranda_lambert	sentimentScore=1.982	numPositive=9	numNegative=2
jazzy	sentimentScore=1.982	numPositive=9	numNegative=2
candice	sentimentScore=1.982	numPositive=9	numNegative=2
aah	sentimentScore=1.982	numPositive=9	numNegative=2
meditation	sentimentScore=1.982	numPositive=9	numNegative=2
austria	sentimentScore=1.982	numPositive=9	numNegative=2
@chriscolfer	sentimentScore=1.982	numPositive=9	numNegative=2
longgg	sentimentScore=1.982	numPositive=9	numNegative=2
venti	sentimentScore=1.982	numPositive=9	numNegative=2
#cocktails	sentimentScore=1.982	numPositive=9	numNegative=2
creamfields	sentimentScore=1.982	numPositive=9	numNegative=2
crumpets	sentimentScore=1.982	numPositive=18	numNegative=4
#father	sentimentScore=1.982	numPositive=9	numNegative=2
#design	sentimentScore=1.982	numPositive=18	numNegative=4
coldstone	sentimentScore=1.982	numPositive=9	numNegative=2
tingle	sentimentScore=1.982	numPositive=9	numNegative=2
fittest	sentimentScore=1.982	numPositive=9	numNegative=2
@mrpeterandre	sentimentScore=1.982	numPositive=9	numNegative=2
#sowarm	sentimentScore=1.982	numPositive=9	numNegative=2
#sushi	sentimentScore=1.982	numPositive=9	numNegative=2
@bonjovi	sentimentScore=1.982	numPositive=9	numNegative=2
chronicles	sentimentScore=1.982	numPositive=9	numNegative=2
@thekillers	sentimentScore=1.982	numPositive=9	numNegative=2
gushing	sentimentScore=1.982	numPositive=9	numNegative=2
bloom	sentimentScore=1.982	numPositive=9	numNegative=2
crammed	sentimentScore=1.982	numPositive=9	numNegative=2
#make	sentimentScore=1.982	numPositive=9	numNegative=2
majestic	sentimentScore=1.982	numPositive=9	numNegative=2
exploring	sentimentScore=1.982	numPositive=9	numNegative=2
#mustsee	sentimentScore=1.982	numPositive=9	numNegative=2
melanie	sentimentScore=1.982	numPositive=9	numNegative=2
reuniting	sentimentScore=1.982	numPositive=9	numNegative=2
soleil	sentimentScore=1.982	numPositive=9	numNegative=2
#nottired	sentimentScore=1.982	numPositive=9	numNegative=2
bugg	sentimentScore=1.982	numPositive=36	numNegative=8
annnnnd	sentimentScore=1.982	numPositive=9	numNegative=2
#philly	sentimentScore=1.982	numPositive=9	numNegative=2
aces	sentimentScore=1.982	numPositive=9	numNegative=2
#worldy	sentimentScore=1.982	numPositive=9	numNegative=2
strive	sentimentScore=1.975	numPositive=67	numNegative=15
peppermint	sentimentScore=1.97	numPositive=129	numNegative=29
#k	sentimentScore=1.97	numPositive=40	numNegative=9
misty	sentimentScore=1.97	numPositive=40	numNegative=9
#boom	sentimentScore=1.97	numPositive=40	numNegative=9
waves	sentimentScore=1.97	numPositive=80	numNegative=18
#love	sentimentScore=1.969	numPositive=831	numNegative=187
angels	sentimentScore=1.965	numPositive=115	numNegative=26
#hot	sentimentScore=1.962	numPositive=172	numNegative=39
brighter	sentimentScore=1.96	numPositive=44	numNegative=10
aaaaand	sentimentScore=1.96	numPositive=22	numNegative=5
#summer	sentimentScore=1.96	numPositive=66	numNegative=15
fillet	sentimentScore=1.96	numPositive=22	numNegative=5
candle	sentimentScore=1.958	numPositive=167	numNegative=38
strawberries	sentimentScore=1.956	numPositive=114	numNegative=26
#live	sentimentScore=1.954	numPositive=35	numNegative=8
#god	sentimentScore=1.949	numPositive=135	numNegative=31
massage	sentimentScore=1.947	numPositive=478	numNegative=110
bubble	sentimentScore=1.945	numPositive=360	numNegative=83
#cake	sentimentScore=1.944	numPositive=13	numNegative=3
@beyonce	sentimentScore=1.944	numPositive=39	numNegative=9
frappe	sentimentScore=1.944	numPositive=13	numNegative=3
inglorious	sentimentScore=1.944	numPositive=13	numNegative=3
jools	sentimentScore=1.944	numPositive=13	numNegative=3
#toocute	sentimentScore=1.944	numPositive=13	numNegative=3
#dress	sentimentScore=1.944	numPositive=13	numNegative=3
#followback	sentimentScore=1.944	numPositive=13	numNegative=3
meatball	sentimentScore=1.944	numPositive=13	numNegative=3
#woohoo	sentimentScore=1.944	numPositive=13	numNegative=3
photograph	sentimentScore=1.944	numPositive=13	numNegative=3
podolski	sentimentScore=1.944	numPositive=26	numNegative=6
glorious	sentimentScore=1.944	numPositive=91	numNegative=21
magners	sentimentScore=1.944	numPositive=13	numNegative=3
boyce	sentimentScore=1.944	numPositive=26	numNegative=6
tuxedo	sentimentScore=1.944	numPositive=13	numNegative=3
explore	sentimentScore=1.944	numPositive=13	numNegative=3
smoothly	sentimentScore=1.944	numPositive=13	numNegative=3
berbatov	sentimentScore=1.944	numPositive=13	numNegative=3
pbr	sentimentScore=1.944	numPositive=13	numNegative=3
scone	sentimentScore=1.944	numPositive=13	numNegative=3
#pride	sentimentScore=1.933	numPositive=30	numNegative=7
#2013	sentimentScore=1.928	numPositive=81	numNegative=19
#hair	sentimentScore=1.928	numPositive=81	numNegative=19
#legend	sentimentScore=1.925	numPositive=68	numNegative=16
snuggles	sentimentScore=1.925	numPositive=68	numNegative=16
annnd	sentimentScore=1.925	numPositive=17	numNegative=4
terrace	sentimentScore=1.925	numPositive=17	numNegative=4
#lovemylife	sentimentScore=1.925	numPositive=17	numNegative=4
#salute	sentimentScore=1.925	numPositive=17	numNegative=4
boneless	sentimentScore=1.925	numPositive=17	numNegative=4
#freedom	sentimentScore=1.925	numPositive=17	numNegative=4
ibra	sentimentScore=1.925	numPositive=17	numNegative=4
sipping	sentimentScore=1.925	numPositive=68	numNegative=16
#france	sentimentScore=1.925	numPositive=17	numNegative=4
#patience	sentimentScore=1.925	numPositive=17	numNegative=4
exhale	sentimentScore=1.925	numPositive=17	numNegative=4
#determined	sentimentScore=1.918	numPositive=38	numNegative=9
rhapsody	sentimentScore=1.918	numPositive=38	numNegative=9
porch	sentimentScore=1.917	numPositive=97	numNegative=23
ashlee	sentimentScore=1.913	numPositive=21	numNegative=5
storming	sentimentScore=1.913	numPositive=21	numNegative=5
efficient	sentimentScore=1.913	numPositive=21	numNegative=5
@chuckyslick	sentimentScore=1.913	numPositive=21	numNegative=5
sprinkles	sentimentScore=1.913	numPositive=21	numNegative=5
aly	sentimentScore=1.913	numPositive=21	numNegative=5
exhibition	sentimentScore=1.913	numPositive=21	numNegative=5
turtles	sentimentScore=1.905	numPositive=25	numNegative=6
wine	sentimentScore=1.905	numPositive=1713	numNegative=411
mango	sentimentScore=1.901	numPositive=83	numNegative=20
@brunomars	sentimentScore=1.899	numPositive=29	numNegative=7
goosebumps	sentimentScore=1.898	numPositive=91	numNegative=22
heated	sentimentScore=1.898	numPositive=182	numNegative=44
cuddled	sentimentScore=1.898	numPositive=120	numNegative=29
florence	sentimentScore=1.897	numPositive=62	numNegative=15
jamming	sentimentScore=1.895	numPositive=66	numNegative=16
frosting	sentimentScore=1.895	numPositive=33	numNegative=8
hudson	sentimentScore=1.889	numPositive=41	numNegative=10
smoothie	sentimentScore=1.886	numPositive=94	numNegative=23
lush	sentimentScore=1.883	numPositive=110	numNegative=27
greatness	sentimentScore=1.882	numPositive=57	numNegative=14
levine	sentimentScore=1.882	numPositive=57	numNegative=14
scent	sentimentScore=1.88	numPositive=65	numNegative=16
fresh	sentimentScore=1.873	numPositive=928	numNegative=230
caramel	sentimentScore=1.869	numPositive=209	numNegative=52
italia	sentimentScore=1.864	numPositive=4	numNegative=1
looky	sentimentScore=1.864	numPositive=4	numNegative=1
croutons	sentimentScore=1.864	numPositive=4	numNegative=1
@akshaykumar	sentimentScore=1.864	numPositive=4	numNegative=1
twickenham	sentimentScore=1.864	numPositive=4	numNegative=1
riggins	sentimentScore=1.864	numPositive=4	numNegative=1
#coyb	sentimentScore=1.864	numPositive=4	numNegative=1
za	sentimentScore=1.864	numPositive=8	numNegative=2
chinky	sentimentScore=1.864	numPositive=8	numNegative=2
#olymics2012	sentimentScore=1.864	numPositive=4	numNegative=1
#lifeofaprincess	sentimentScore=1.864	numPositive=4	numNegative=1
dyk	sentimentScore=1.864	numPositive=4	numNegative=1
@markvandelli	sentimentScore=1.864	numPositive=4	numNegative=1
bea	sentimentScore=1.864	numPositive=8	numNegative=2
rowling	sentimentScore=1.864	numPositive=8	numNegative=2
makayla	sentimentScore=1.864	numPositive=4	numNegative=1
flawlessly	sentimentScore=1.864	numPositive=4	numNegative=1
#key	sentimentScore=1.864	numPositive=4	numNegative=1
amazingggg	sentimentScore=1.864	numPositive=4	numNegative=1
incorporated	sentimentScore=1.864	numPositive=4	numNegative=1
superpower	sentimentScore=1.864	numPositive=4	numNegative=1
vey	sentimentScore=1.864	numPositive=4	numNegative=1
hoagie	sentimentScore=1.864	numPositive=4	numNegative=1
#waw	sentimentScore=1.864	numPositive=4	numNegative=1
#rkelly	sentimentScore=1.864	numPositive=4	numNegative=1
#icecream	sentimentScore=1.864	numPositive=8	numNegative=2
#daydreaming	sentimentScore=1.864	numPositive=4	numNegative=1
eights	sentimentScore=1.864	numPositive=4	numNegative=1
2nyt	sentimentScore=1.864	numPositive=4	numNegative=1
ragin	sentimentScore=1.864	numPositive=4	numNegative=1
tornados	sentimentScore=1.864	numPositive=4	numNegative=1
#freefood	sentimentScore=1.864	numPositive=4	numNegative=1
#destiny	sentimentScore=1.864	numPositive=4	numNegative=1
aloha	sentimentScore=1.864	numPositive=4	numNegative=1
#whatareyouthankfulfor	sentimentScore=1.864	numPositive=4	numNegative=1
cantando	sentimentScore=1.864	numPositive=4	numNegative=1
yeeeeee	sentimentScore=1.864	numPositive=4	numNegative=1
lense	sentimentScore=1.864	numPositive=4	numNegative=1
butted	sentimentScore=1.864	numPositive=12	numNegative=3
cosy	sentimentScore=1.864	numPositive=108	numNegative=27
#top	sentimentScore=1.864	numPositive=4	numNegative=1
wagamama	sentimentScore=1.864	numPositive=4	numNegative=1
uncertainty	sentimentScore=1.864	numPositive=4	numNegative=1
worldie	sentimentScore=1.864	numPositive=4	numNegative=1
#unstoppable	sentimentScore=1.864	numPositive=8	numNegative=2
uti	sentimentScore=1.864	numPositive=4	numNegative=1
scavenger	sentimentScore=1.864	numPositive=4	numNegative=1
tonightt	sentimentScore=1.864	numPositive=4	numNegative=1
mai	sentimentScore=1.864	numPositive=4	numNegative=1
#whatcanisay	sentimentScore=1.864	numPositive=4	numNegative=1
tiffanys	sentimentScore=1.864	numPositive=4	numNegative=1
rudi	sentimentScore=1.864	numPositive=4	numNegative=1
pomegranates	sentimentScore=1.864	numPositive=4	numNegative=1
#breakingdawnparttwo	sentimentScore=1.864	numPositive=4	numNegative=1
voor	sentimentScore=1.864	numPositive=4	numNegative=1
#sisters	sentimentScore=1.864	numPositive=8	numNegative=2
#bang	sentimentScore=1.864	numPositive=4	numNegative=1
#forward	sentimentScore=1.864	numPositive=4	numNegative=1
#neighbors	sentimentScore=1.864	numPositive=4	numNegative=1
#overwhelming	sentimentScore=1.864	numPositive=4	numNegative=1
jayne	sentimentScore=1.864	numPositive=4	numNegative=1
defies	sentimentScore=1.864	numPositive=4	numNegative=1
collie	sentimentScore=1.864	numPositive=4	numNegative=1
#downtown	sentimentScore=1.864	numPositive=4	numNegative=1
#nobiggie	sentimentScore=1.864	numPositive=4	numNegative=1
firth	sentimentScore=1.864	numPositive=4	numNegative=1
#shits	sentimentScore=1.864	numPositive=4	numNegative=1
halfpenny	sentimentScore=1.864	numPositive=4	numNegative=1
#niall	sentimentScore=1.864	numPositive=4	numNegative=1
upbeat	sentimentScore=1.864	numPositive=4	numNegative=1
#unorthodoxjukebox	sentimentScore=1.864	numPositive=4	numNegative=1
#springbreak	sentimentScore=1.864	numPositive=4	numNegative=1
#peoplewhomademy2012	sentimentScore=1.864	numPositive=4	numNegative=1
@_emma_horan_	sentimentScore=1.864	numPositive=4	numNegative=1
#harrystyles	sentimentScore=1.864	numPositive=4	numNegative=1
#sports	sentimentScore=1.864	numPositive=20	numNegative=5
@joshabbottband	sentimentScore=1.864	numPositive=4	numNegative=1
@newtonfaulkner	sentimentScore=1.864	numPositive=4	numNegative=1
#shorthair	sentimentScore=1.864	numPositive=4	numNegative=1
pedis	sentimentScore=1.864	numPositive=4	numNegative=1
travelers	sentimentScore=1.864	numPositive=4	numNegative=1
biryani	sentimentScore=1.864	numPositive=4	numNegative=1
jos	sentimentScore=1.864	numPositive=4	numNegative=1
#feelsgreat	sentimentScore=1.864	numPositive=4	numNegative=1
copine	sentimentScore=1.864	numPositive=4	numNegative=1
#hunting	sentimentScore=1.864	numPositive=4	numNegative=1
augusta	sentimentScore=1.864	numPositive=4	numNegative=1
#thrilled	sentimentScore=1.864	numPositive=4	numNegative=1
cobbler	sentimentScore=1.864	numPositive=12	numNegative=3
#gift	sentimentScore=1.864	numPositive=4	numNegative=1
@lauratrott31	sentimentScore=1.864	numPositive=4	numNegative=1
#safehaven	sentimentScore=1.864	numPositive=8	numNegative=2
cuming	sentimentScore=1.864	numPositive=4	numNegative=1
#greatjob	sentimentScore=1.864	numPositive=4	numNegative=1
#leggo	sentimentScore=1.864	numPositive=12	numNegative=3
pixies	sentimentScore=1.864	numPositive=4	numNegative=1
georges	sentimentScore=1.864	numPositive=4	numNegative=1
@thomasgold	sentimentScore=1.864	numPositive=4	numNegative=1
#accomplishment	sentimentScore=1.864	numPositive=4	numNegative=1
tilapia	sentimentScore=1.864	numPositive=8	numNegative=2
#ughhhhh	sentimentScore=1.864	numPositive=4	numNegative=1
zeta	sentimentScore=1.864	numPositive=8	numNegative=2
#facial	sentimentScore=1.864	numPositive=8	numNegative=2
#hyfr	sentimentScore=1.864	numPositive=4	numNegative=1
quadrophenia	sentimentScore=1.864	numPositive=4	numNegative=1
tailor	sentimentScore=1.864	numPositive=8	numNegative=2
#theoffice	sentimentScore=1.864	numPositive=4	numNegative=1
@sarahnhorne_	sentimentScore=1.864	numPositive=4	numNegative=1
owell	sentimentScore=1.864	numPositive=4	numNegative=1
lethbridge	sentimentScore=1.864	numPositive=4	numNegative=1
henrik	sentimentScore=1.864	numPositive=4	numNegative=1
#bringiton	sentimentScore=1.864	numPositive=8	numNegative=2
